Name|Index|Order|p2_Variant|Set_(Layered)_Id|P3_Type|P4_Equip_slot|Defense|Model_Id_1|Model_Id_2|Icon_Color|Icon_Effect|Rarity|Cost|Fire_Res|Water_Res|Ice_Res|Thunder_Res|Dragon_Res|Slot_Count|Slot_1_Size|Slot_2_Size|Slot_3_Size|Set_Skill_1|Set_Skill_1_Level|Hidden_Skill|Hidden_Skill_Level|Skill_1|Skill_1_Level|Skill_2|Skill_2_Level|Skill_3|Skill_3_Level|Gender|P1_Set_Group|Is_Permanent|Description
Diablos Nero Helm α|90|113|Alpha|113|Regular|Head|56|34|100|0|0|6|12000|2|-3|-4|0|2|1|1|0|0|136: Diablos Mastery|1|0: --------|0|52: Focus|2|0: --------|0|0: --------|0|Unisex|113|False|Brutal-looking armor made from Black Diablos parts. So imposing none so much as dare approach it.
Diablos Nero Helm β|91|114|Beta_or_Gamma|114|Regular|Head|56|34|110|0|0|6|12000|2|-3|-4|0|2|1|3|0|0|136: Diablos Mastery|1|0: --------|0|52: Focus|1|0: --------|0|0: --------|0|Unisex|114|False|Brutal-looking armor made from Black Diablos parts. So imposing none so much as dare approach it.
Dodogama Helm α|92|89|Alpha|83|Regular|Head|48|39|0|0|0|4|6000|2|0|0|-3|2|0|0|0|0|0: --------|0|0: --------|0|6: Blast Resistance|2|0: --------|0|0: --------|0|Unisex|83|False|Thoroughly tempered to extreme hardness, this Dodogama armor will outlast any impact.
Dodogama Helm β|93|90|Beta_or_Gamma|84|Regular|Head|48|39|0|0|0|4|6000|2|0|0|-3|2|1|1|0|0|0: --------|0|0: --------|0|6: Blast Resistance|1|0: --------|0|0: --------|0|Unisex|84|False|Thoroughly tempered to extreme hardness, this Dodogama armor will outlast any impact.
Lavasioth Helm α|94|101|Alpha|85|Regular|Head|56|40|0|0|0|5|9000|3|-3|-2|1|2|0|0|0|0|0: --------|0|0: --------|0|30: Fire Attack|2|81: Quick Sheath|1|0: --------|0|Unisex|85|False|Thick Lavasioth shell underwent a painstaking treatment process to yield this armor. Truly a work of art.
Lavasioth Helm β|95|102|Beta_or_Gamma|86|Regular|Head|56|40|10|0|0|5|9000|3|-3|-2|1|2|2|1|1|0|0: --------|0|0: --------|0|30: Fire Attack|1|81: Quick Sheath|1|0: --------|0|Unisex|86|False|Thick Lavasioth shell underwent a painstaking treatment process to yield this armor. Truly a work of art.
Uragaan Helm α|96|115|Alpha|109|Regular|Head|60|41|0|0|0|6|12000|4|-3|-2|1|-2|1|3|0|0|138: Uragaan Protection|1|0: --------|0|27: Thunder Resistance|2|0: --------|0|0: --------|0|Unisex|109|False|Heavy armor made of heavy Uragaan parts, and every ounce of it adds to its defense.
Uragaan Helm β|97|116|Beta_or_Gamma|110|Regular|Head|60|41|10|0|0|6|12000|4|-3|-2|1|-2|2|3|1|0|138: Uragaan Protection|1|0: --------|0|27: Thunder Resistance|1|0: --------|0|0: --------|0|Unisex|110|False|Heavy armor made of heavy Uragaan parts, and every ounce of it adds to its defense.
Nergigante Helm α|98|126|Alpha|107|Regular|Head|64|30|0|0|0|7|16000|1|1|1|-3|-3|1|1|0|0|126: Nergigante Hunger|1|0: --------|0|101: Maximum Might|2|19: Attack Boost|1|0: --------|0|Unisex|107|False|This Nergigante armor is said to feed on a hunter's spirit in exchange for its brutal power.
Nergigante Helm β|99|127|Beta_or_Gamma|108|Regular|Head|64|30|10|0|0|7|16000|1|1|1|-3|-3|2|1|1|0|126: Nergigante Hunger|1|0: --------|0|101: Maximum Might|2|0: --------|0|0: --------|0|Unisex|108|False|Nergigante armor fit to enrobe one who would usher in a new world by razing this one.
King Beetle Vertex α|100|44|Alpha|117|Regular|Head|42|19|0|0|0|4|6000|-1|-1|0|2|2|0|0|0|0|0: --------|0|0: --------|0|78: Evade Window|2|99: Botanist|1|0: --------|0|Male|117|False|Armor to fulfill the ambitions of those who dreamed of wielding the power to rule over bugdom.
King Beetle Vertex β|101|45|Beta_or_Gamma|118|Regular|Head|42|19|0|0|0|4|6000|-1|-1|0|2|2|1|1|0|0|0: --------|0|0: --------|0|78: Evade Window|2|0: --------|0|0: --------|0|Male|118|False|Armor to fulfill the ambitions of those who dreamed of wielding the power to rule over bugdom.
Butterfly Vertex α|102|46|Alpha|165|Regular|Head|42|19|0|0|0|4|6000|-1|-1|0|2|2|0|0|0|0|0: --------|0|0: --------|0|78: Evade Window|2|99: Botanist|1|0: --------|0|Female|170|False|Dazzling armor made from insect parts. Its light weight and color are proof of one's class.
Butterfly Vertex β|103|47|Beta_or_Gamma|166|Regular|Head|42|19|0|0|0|4|6000|-1|-1|0|2|2|1|1|0|0|0: --------|0|0: --------|0|78: Evade Window|2|0: --------|0|0: --------|0|Female|171|False|Dazzling armor made from insect parts. Its light weight and color are proof of one's class.
Brigade Lobos α|104|97|Alpha|119|Regular|Head|52|36|0|0|0|5|9000|1|0|0|2|2|0|0|0|0|0: --------|0|0: --------|0|23: Recovery Speed|2|68: Horn Maestro|1|0: --------|0|Unisex|119|False|Guild-exclusive armor for Arena champions. A particularly refined headpiece.
Brigade Lobos β|105|98|Beta_or_Gamma|120|Regular|Head|52|36|0|0|0|5|9000|1|0|0|2|2|1|1|0|0|0: --------|0|0: --------|0|23: Recovery Speed|2|0: --------|0|0: --------|0|Unisex|120|False|Guild-exclusive armor for Arena champions. A particularly refined headpiece.
Damascus Helm α|106|119|Alpha|121|Regular|Head|60|43|0|0|0|6|12000|4|-2|0|0|0|1|1|0|0|0: --------|0|0: --------|0|20: Defense Boost|2|86: Speed Sharpening|1|0: --------|0|Unisex|121|False|This legendary iron steel armor is said to lead its wearer down the conqueror's path.
Damascus Helm β|107|120|Beta_or_Gamma|122|Regular|Head|60|43|10|0|0|6|12000|4|-2|0|0|0|1|3|0|0|0: --------|0|0: --------|0|20: Defense Boost|2|0: --------|0|0: --------|0|Unisex|122|False|This legendary iron steel armor is said to lead its wearer down the conqueror's path.
Dober Helm α|108|121|Alpha|123|Regular|Head|60|44|0|0|0|6|12000|-2|0|-1|-1|4|0|0|0|0|0: --------|0|0: --------|0|47: Free Elem/Ammo Up|1|28: Dragon Resistance|1|0: --------|0|Unisex|123|False|Armor fashioned from obsidian bone of unknown provenance. It resembles an all-powerful monster.
Dober Helm β|109|122|Beta_or_Gamma|124|Regular|Head|60|44|0|0|0|6|12000|-2|0|-1|-1|4|1|1|0|0|0: --------|0|0: --------|0|47: Free Elem/Ammo Up|1|0: --------|0|0: --------|0|Unisex|124|False|Armor fashioned from obsidian bone of unknown provenance. It resembles an all-powerful monster.
Kushala Glare α|110|130|Alpha|129|Regular|Head|64|47|0|0|0|7|16000|0|2|4|-3|-2|0|0|0|0|144: Kushala Daora Flight|1|0: --------|0|32: Ice Attack|2|54: Handicraft|1|0: --------|0|Unisex|129|False|Armor made from Kushala Daora parts. It resembles the statue of an ancient deity come to life.
Kushala Glare β|111|131|Beta_or_Gamma|130|Regular|Head|64|47|10|0|0|7|16000|0|2|4|-3|-2|3|1|1|1|144: Kushala Daora Flight|1|0: --------|0|32: Ice Attack|2|0: --------|0|0: --------|0|Unisex|130|False|Armor made from Kushala Daora parts. It resembles the statue of an ancient deity come to life.
Kaiser Crown α|112|128|Alpha|127|Regular|Head|64|46|0|0|0|7|16000|3|-3|-3|1|1|0|0|0|0|143: Teostra Technique|1|0: --------|0|61: Latent Power|2|0: --------|0|0: --------|0|Unisex|127|False|Forged from parts carved from a Teostra, this armor is host to the Flame King Dragon's soul.
Kaiser Crown β|113|129|Beta_or_Gamma|128|Regular|Head|64|46|10|0|0|7|16000|3|-3|-3|1|1|1|2|0|0|143: Teostra Technique|1|0: --------|0|61: Latent Power|1|0: --------|0|0: --------|0|Unisex|128|False|Forged from parts carved from a Teostra, this armor is host to the Flame King Dragon's soul.
Kirin Horn α|114|134|Alpha|105|Regular|Head|64|35|0|0|0|7|16000|-3|-2|-2|4|2|0|0|0|0|137: Kirin Favor|1|0: --------|0|73: Marathon Runner|2|97: Divine Blessing|1|0: --------|0|Unisex|105|False|Don this gorgeous Kirin armor and canter through the wilderness living out your wildest equine fantasies.
Kirin Horn β|115|135|Beta_or_Gamma|106|Regular|Head|64|35|10|0|0|7|16000|-3|-2|-2|4|2|1|1|0|0|137: Kirin Favor|1|0: --------|0|73: Marathon Runner|2|0: --------|0|0: --------|0|Unisex|106|False|Don this gorgeous Kirin armor and canter through the wilderness living out your wildest equine fantasies.
Vaal Hazak Helm α|116|132|Alpha|99|Regular|Head|64|32|0|0|0|7|16000|-4|4|-1|1|-3|0|0|0|0|127: Vaal Hazak Vitality|1|0: --------|0|63: Peak Performance|1|34: Dragon Attack|2|0: --------|0|Unisex|99|False|Whispers haunt this Vaal Hazak armor, urging any who don it to embrace despair, and consume...
Vaal Hazak Helm β|117|133|Beta_or_Gamma|100|Regular|Head|64|32|10|0|0|7|16000|-4|4|-1|1|-3|1|1|0|0|127: Vaal Hazak Vitality|1|0: --------|0|63: Peak Performance|1|0: --------|0|0: --------|0|Unisex|100|False|Whispers haunt this Vaal Hazak armor, urging any who don it to embrace despair, and consume...
Bazel Helm α|118|117|Alpha|115|Regular|Head|58|42|0|0|0|6|12000|3|1|-2|-4|-2|1|2|0|0|142: Bazelgeuse Protection|1|0: --------|0|11: Earplugs|2|38: Blast Attack|1|0: --------|0|Unisex|115|False|The earth quivers beneath each step taken in this Bazelgeuse armor. Behind you, a scorched path.
Bazel Helm β|119|118|Beta_or_Gamma|116|Regular|Head|58|42|10|0|0|6|12000|3|1|-2|-4|-2|2|3|1|0|142: Bazelgeuse Protection|1|0: --------|0|11: Earplugs|2|0: --------|0|0: --------|0|Unisex|116|False|The earth quivers beneath each step taken in this Bazelgeuse armor. Behind you, a scorched path.
Death Stench Brain α|120|123|Alpha|133|Regular|Head|62|26|0|0|0|6|12000|3|2|3|-2|-4|1|2|0|0|0: --------|0|0: --------|0|67: Resuscitate|1|48: Critical Eye|1|0: --------|0|Unisex|131|False|Accursed armor, said to bring death. The wearer hears echoes of their victim's death throes.
Death Stench Brain β|121|124|Beta_or_Gamma|134|Regular|Head|62|26|0|0|0|6|12000|3|2|3|-2|-4|1|3|0|0|0: --------|0|0: --------|0|67: Resuscitate|1|0: --------|0|0: --------|0|Unisex|132|False|Accursed armor, said to bring death. The wearer hears echoes of their victim's death throes.
Guild Cross Circlet α|122|138|Alpha|135|Regular|Head|62|48|0|0|0|7|16000|0|0|0|0|0|1|1|0|0|149: Guild Guidance|1|0: --------|0|97: Divine Blessing|2|27: Thunder Resistance|2|0: --------|0|Unisex|133|False|Golden armor for Arena champions. It shines with the wisdom of heroes.
Guild Cross Circlet β|123|139|Beta_or_Gamma|136|Regular|Head|62|48|0|0|0|7|16000|0|0|0|0|0|3|1|1|1|149: Guild Guidance|1|0: --------|0|97: Divine Blessing|2|0: --------|0|0: --------|0|Unisex|134|False|Golden armor for Arena champions. It shines with the wisdom of heroes.
Skull Mask α|124|125|Alpha|131|Regular|Head|64|54|0|0|0|6|12000|-3|-1|-1|-1|2|1|2|0|0|0: --------|0|0: --------|0|54: Handicraft|1|0: --------|0|0: --------|0|Unisex|149|False|Impersonate the dead with this ghoulish mask. Worn too long, it might set your soul to wander.
Unavailable|125|0|Low_Rank|132|Regular|Head|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|150|False|Unavailable
Faux Felyne α|126|99|Alpha|151|Regular|Head|56|55|0|0|0|5|9000|2|2|2|2|2|0|0|0|0|0: --------|0|0: --------|0|98: Palico Rally|3|0: --------|0|0: --------|0|Unisex|153|False|A mask fashioned in the shape of a Felyne's face. Every last fur strand is accounted for.
Unavailable|127|0|Low_Rank|180|Regular|Head|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|187|False|Unavailable
Mosswine Mask α|128|52|Alpha|152|Regular|Head|40|56|0|0|0|4|3000|2|2|2|2|2|0|0|0|0|0: --------|0|0: --------|0|90: Mushroomancer|2|0: --------|0|0: --------|0|Unisex|154|False|Headgear fashioned to look like a Mosswine head. Toss it on and get into character. It's fun!
Unavailable|129|0|Low_Rank|181|Regular|Head|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|188|False|Unavailable
Unavailable|130|0|Low_Rank|172|Regular|Head|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|179|False|Unavailable
Unavailable|131|0|Low_Rank|173|Regular|Head|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|180|False|Unavailable
Dragonseal Earrings α|132|0|Alpha|174|Regular|Head|60|59|0|0|0|6|12000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|123: Elderseal Boost|1|0: --------|0|0: --------|0|Unisex|181|False|Dignified earrings awarded to Arena combatants. A symbol of the will to rise above strife.
Unavailable|133|0|Low_Rank|175|Regular|Head|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|182|False|Unavailable
Strategist Spectacles α|134|100|Alpha|176|Regular|Head|56|60|0|0|0|5|9000|2|2|2|2|2|1|1|0|0|0: --------|0|0: --------|0|48: Critical Eye|2|0: --------|0|0: --------|0|Unisex|183|False|A Guild-Workshop collaboration. They help you hunt by making you look very slightly smarter.
Unavailable|135|0|Low_Rank|177|Regular|Head|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|184|False|Unavailable
Dragonking Eyepatch α|136|140|Alpha|178|Regular|Head|70|61|0|0|0|7|16000|0|0|0|0|0|1|3|0|0|0: --------|0|0: --------|0|50: Weakness Exploit|2|0: --------|0|0: --------|0|Unisex|185|False|Put this baby on to double your manliness instantly. Ideal for the grittier guys and gals.
Unavailable|137|0|Low_Rank|179|Regular|Head|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|186|False|Unavailable
Xeno'jiiva Headgear α|138|136|Alpha|125|Regular|Head|72|45|0|0|0|7|20000|-3|2|2|2|-4|1|1|0|0|145: Xeno'jiiva Divinity|1|0: --------|0|104: Flinch Free|1|70: Special Ammo Boost|1|0: --------|0|Unisex|125|False|This Xeno'jiiva armor hums with energy. If properly controlled, it grants the wearer vast power.
Xeno'jiiva Headgear β|139|137|Beta_or_Gamma|126|Regular|Head|72|45|10|0|0|7|20000|-3|2|2|2|-4|1|2|0|0|145: Xeno'jiiva Divinity|1|0: --------|0|104: Flinch Free|1|0: --------|0|0: --------|0|Unisex|126|False|This Xeno'jiiva armor hums with energy. If properly controlled, it grants the wearer vast power.
Unavailable|140|0|Low_Rank|137|Regular|Head|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|135|False|Unavailable
Unavailable|141|0|Low_Rank|138|Regular|Head|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|136|False|Unavailable
Zorah Headgear α|142|91|Alpha|139|Regular|Head|44|38|0|0|0|5|9000|4|-3|-2|-1|-3|0|0|0|0|147: Zorah Magdaros Mastery|1|0: --------|0|54: Handicraft|1|38: Blast Attack|1|0: --------|0|Unisex|137|False|Stalwart as a mountain, this Zorah Magdaros armor renders its wearer unfazed by any hardship.
Zorah Headgear β|143|92|Beta_or_Gamma|140|Regular|Head|44|38|10|0|0|5|9000|4|-3|-2|-1|-3|1|1|0|0|147: Zorah Magdaros Mastery|1|0: --------|0|54: Handicraft|1|0: --------|0|0: --------|0|Unisex|138|False|Stalwart as a mountain, this Zorah Magdaros armor renders its wearer unfazed by any hardship.
Commission Gorget α|144|141|Alpha|141|Regular|Head|70|53|0|0|0|7|20000|2|2|2|2|2|1|1|0|0|150: Commission Guidance|1|0: --------|0|120: Tool Specialist|1|94: Master Gatherer|1|0: --------|0|Unisex|151|False|Iconic armor of the Research Commission, built tough enough to last till the job's done.
Commission Gorget β|145|142|Beta_or_Gamma|142|Regular|Head|70|53|0|0|0|7|20000|2|2|2|2|2|1|2|0|0|150: Commission Guidance|1|0: --------|0|120: Tool Specialist|1|0: --------|0|0: --------|0|Unisex|152|False|Iconic armor of the Research Commission, built tough enough to last till the job's done.
Unavailable|146|0|Low_Rank|143|Regular|Head|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|172|False|Unavailable
Unavailable|147|0|Low_Rank|144|Regular|Head|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|173|False|Unavailable
Brigade Layered Head|148|1014|Alpha|145|Layered|Head|0|36|0|0|0|6|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|155|False|Unavailable
Guild Cross Layered Head|149|1015|Alpha|146|Layered|Head|0|48|0|0|0|6|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|156|False|Unavailable
Blossom Layered Head|150|1020|Alpha|147|Layered|Head|0|74|0|0|0|3|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|145|False|Unavailable
Diver Layered Head|151|1021|Alpha|148|Layered|Head|0|75|0|0|0|3|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|146|False|Unavailable
Harvest Layered Head|152|1022|Alpha|149|Layered|Head|0|76|0|0|0|3|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|157|False|Unavailable
Orion Layered Cap|153|1023|Alpha|150|Layered|Head|0|77|0|0|0|3|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|158|False|Unavailable
Gala Suit Layered Head|154|1024|Alpha|153|Layered|Head|0|78|0|0|0|3|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|159|False|Unavailable
Unavailable|155|0|Low_Rank|158|Regular|Head|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|160|False|Unavailable
HARDUMMY|156|1034|Low_Rank|154|Full_Set_Layered|Head|0|68|0|0|0|7|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|299|False|Unavailable
Ryu Layered Head|157|1033|Low_Rank|155|Full_Set_Layered|Head|0|69|0|0|0|7|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|291|False|Unavailable
Sakura Layered Head|158|1032|Low_Rank|156|Full_Set_Layered|Head|0|70|0|0|0|7|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|292|False|Unavailable
Unavailable|159|0|Low_Rank|157|Regular|Head|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|144|False|Unavailable
Bayek Layered Head|160|1037|Alpha|159|Full_Set_Layered|Head|0|120|0|0|0|7|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|297|False|Unavailable
Unavailable|161|0|Low_Rank|160|Regular|Head|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|162|False|Unavailable
Unavailable|162|0|Low_Rank|170|Regular|Head|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|177|False|Unavailable
Unavailable|163|0|Low_Rank|171|Regular|Head|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|178|False|Unavailable
Origin Helm|164|0|Low_Rank|169|Regular|Head|6|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|118: Forager's Luck|1|0: --------|0|0: --------|0|Unisex|176|True|Iconic armor of the Research Commission, built tough enough to last till the job's done.
Unavailable|165|0|Low_Rank|182|Regular|Head|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|190|False|Unavailable
Kulve Taroth's Fury α|166|146|Alpha|183|Regular|Head|72|49|0|0|0|7|20000|4|-2|-4|3|-2|1|1|0|0|0: --------|0|0: --------|0|47: Free Elem/Ammo Up|1|62: Agitator|2|0: --------|0|Unisex|191|False|Kulve Taroth armor that shines with a rich light. The terrifying anger of the mother goddess lies within.
Kulve Taroth's Fury β|167|147|Beta_or_Gamma|184|Regular|Head|72|49|10|0|0|7|20000|4|-2|-4|3|-2|2|2|1|0|0: --------|0|0: --------|0|47: Free Elem/Ammo Up|1|62: Agitator|1|0: --------|0|Unisex|192|False|Kulve Taroth armor that shines with a rich light. The terrifying anger of the mother goddess lies within.
Blossom Headgear|168|150|Low_Rank|185|Regular|Head|18|74|0|0|0|2|1500|1|1|1|4|1|0|0|0|0|0: --------|0|0: --------|0|95: Honey Hunter|1|0: --------|0|0: --------|0|Unisex|193|False|Requires a Spring Blossom Ticket to craft. This armor shines with the colors of the Spring Blossom Fest.
Diver's Mask|169|151|Low_Rank|186|Regular|Head|22|75|0|0|0|2|1500|1|4|1|1|1|0|0|0|0|0: --------|0|0: --------|0|73: Marathon Runner|1|0: --------|0|0: --------|0|Unisex|194|False|Requires a Summer Twilight Ticket to craft. Armor that'll have you eager for a dip in the ocean.
Harvest Flor|170|152|Low_Rank|187|Regular|Head|26|76|0|0|0|2|1500|4|1|1|1|1|0|0|0|0|0: --------|0|0: --------|0|52: Focus|1|0: --------|0|0: --------|0|Unisex|195|False|Requires an Autumn Harvest Ticket to craft. Put on this costume and enjoy the festivities!
